이름,날짜,username,id,팔로우 수,팔로워 수,게시물 수,website,profile picture url,biography,fetch time,좋아요 수,댓글 수,순위,참여도,게시물 당 좋아요,게시물 당 댓글,팔로우 증감(수),팔로워 증감(수),게시물 증감(수),좋아요 증감(수),댓글 증감(수),순위 증감(수),참여도 증감(수),게시물 당 좋아요 증감(수),게시물 당 댓글 증감(수),팔로우 증감(%),팔로워 증감(%),게시물 증감(%),좋아요 증감(%),댓글 증감(%),순위 증감(%),참여도 증감(%),게시물 당 좋아요 증감(%),게시물 당 댓글 증감(%)
루얼 잠실새내 와인샵&테이스팅룸,2022-10-02,luolle_jamsil,17841431842909760,1296,1657,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=Au9J3fTd-_wAX_yLDZq&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-6L6VcNUO2fu7bZGisGk94dtGpYiK7F9rg8U5I9vckGg&oe=633E3320,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-02 09:52:10.568,1834,20,13,111.88895594447797,5.785488958990536,0.06309148264984227,,,,,,,,,,,,,,,,,,
와인21 @wine21.com,2022-10-02,wine21_korea,17841401765469832,3045,12055,925,https://linktr.ee/Wine21,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/249334667_585773885977785_3652660761559161739_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=86c713&_nc_ohc=xTB9445U0nYAX-s78oJ&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8XTIHEE0k3zbH8oGiM9aN71x5ClKjSrLG8AGuwDxuaiQ&oe=633E34FA,,2022-10-02 09:52:10.568,6626,677,3,60.58067192036499,7.163243243243243,0.7318918918918919,,,,,,,,,,,,,,,,,,
달리 Dali 주류 스마트오더,2022-10-02,dali.official_,17841445511359388,2875,3485,219,https://www.daligo.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/271318169_492805755602922_4085816204680764690_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=E0kOU0D7hm0AX9xhfli&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9LtsKAQDH43BV0ED_f3S670CXjyKBWYMaF96uHw91c6g&oe=633E22DA,"좋은 술, 어렵지 않아요.
남달리 유쾌한 어른들의 주류 앱, 달리 Dali
 
즐거운 행사가 가득한 달리에서 맛있는 술을 주문하고 싶다면👇",2022-10-02 09:52:10.568,2801,110,11,83.52941176470588,12.789954337899543,0.502283105022831,,,,,,,,,,,,,,,,,,
테이스팅 와인샵 와인도어,2022-10-02,winedoor_official,17841444742294852,339,3515,412,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=rjj5qOilFeMAX_OImH9&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_KB3eiDOXnqme2cCX-FijhXSR51ZucWz9zcN3CyubUnw&oe=633E5136,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-10-02 09:52:10.568,5154,67,10,148.5348506401138,12.509708737864077,0.16262135922330098,,,,,,,,,,,,,,,,,,
after9,2022-10-02,after9nwine,17841416197245714,1,143,19,,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/284767247_682665059496055_7044693684830096392_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=vAVocaCxPlcAX9NNgvc&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8uSeGgcQcW6I1kRe7lxN1HHGYL38h40QOzFKZ36txqfA&oe=633D9567,"wineshop&tastingroom
wine seminar",2022-10-02 09:52:10.568,503,9,14,358.041958041958,26.473684210526315,0.47368421052631576,,,,,,,,,,,,,,,,,,
winebook_official,2022-10-02,winebook_official,17841447684956802,346,3740,501,http://www.winebook.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=BYmEu8Hgy50AX9Cat14&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_pHaGFEfsNtL-bHP96bgunpdgHhjA-N5gYRLC_iracYQ&oe=633D08A5,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️",2022-10-02 09:52:10.568,2902,209,9,83.18181818181819,5.7924151696606785,0.4171656686626746,,,,,,,,,,,,,,,,,,
와프너 | wapener,2022-10-02,wapener,17841444965924426,2,3796,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=7q3IfRQlJMsAX8hd3in&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-0sGjl6ubfmXFABnSt_b1raVwtshmO9YSNMB5ZhMe2XA&oe=633D95BE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-02 09:52:10.568,1747,128,8,49.3940990516333,7.562770562770563,0.5541125541125541,,,,,,,,,,,,,,,,,,
WSA와인아카데미,2022-10-02,wsa.wine.academy,17841403196274368,2581,4814,369,https://linktr.ee/wsawineacademy,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=Nl9NMemw8_oAX8jBwpS&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-h-m_dp3d1Zg9Y728K7jYBqXuYo-V_S6pmPXL1SOUYVQ&oe=633DF519,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)",2022-10-02 09:52:10.568,6600,193,7,141.10926464478604,17.88617886178862,0.5230352303523035,,,,,,,,,,,,,,,,,,
와인비전 Winevision,2022-10-02,winevision,17841402382140592,1521,7706,2970,https://linktr.ee/winevision,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/211538249_1160785267774819_860451889963129583_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=mAGikhaJacoAX-3Ujo4&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_DwUvwcUuWstPYD-B5SDoV0iZHHJX6vs7FAvS1eLk6_w&oe=633D95D4,"#와인비전 #와인스타그램 #와인클래스 
🍷삶에 새로운 언어를 더하는 와인비전🍷
와인 교육, 와인 이벤트, 와인 시음회 정보 
↓↓↓아래 프로필 링크 클릭!",2022-10-02 09:52:10.568,1427,17,5,18.738645211523487,0.4804713804713805,0.005723905723905724,,,,,,,,,,,,,,,,,,
퍼플독ㅣPurpleDog,2022-10-02,purpledog_official,17841407847590324,72,3416,69,http://www.purpledog.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=ZKs7_drxTyQAX_7PvpT&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_P1kjvVROpBLb9F0Ifdzgxosv2c8GMUCUsXkNLyMiJWg&oe=633E9E3A,"_Winebutlerservice
당신의 소울와인을 찾아 집까지 보내드립니다🍷
 
🔽 내 와인 취향 찾기",2022-10-02 09:52:10.568,1624,312,12,56.67447306791569,23.536231884057973,4.521739130434782,,,,,,,,,,,,,,,,,,
달리 Dali 주류 스마트오더,2022-10-03,dali.official_,17841445511359388,2874,3484,219,https://www.daligo.co.kr/,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/271318169_492805755602922_4085816204680764690_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=E0kOU0D7hm0AX8Myi8m&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_A1ujlim2OC2mzl12sV78KwrIh5Xdrr1SuyI9UQA82Yg&oe=63401D1A,"좋은 술, 어렵지 않아요.
남달리 유쾌한 어른들의 주류 앱, 달리 Dali
 
즐거운 행사가 가득한 달리에서 맛있는 술을 주문하고 싶다면👇",2022-10-03 09:43:48.066,2815,110,11,83.95522388059702,12.853881278538813,0.502283105022831,,,,,,,,,,,,,,,,,,
와인비전 Winevision,2022-10-03,winevision,17841402382140592,1522,7712,2971,https://linktr.ee/winevision,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/211538249_1160785267774819_860451889963129583_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=mAGikhaJacoAX8qPA-s&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-GtH77AElvOsibuF4q1mH6j_S_brgm1ecxxGQNqLEplQ&oe=633F9014,"#와인비전 #와인스타그램 #와인클래스 
🍷삶에 새로운 언어를 더하는 와인비전🍷
와인 교육, 와인 이벤트, 와인 시음회 정보 
↓↓↓아래 프로필 링크 클릭!",2022-10-03 09:43:48.066,1509,18,5,19.800311203319502,0.5079097946819253,0.006058566139347021,,,,,,,,,,,,,,,,,,
와인21 @wine21.com,2022-10-03,wine21_korea,17841401765469832,3045,12071,926,https://linktr.ee/Wine21,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/249334667_585773885977785_3652660761559161739_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=86c713&_nc_ohc=tBWBoCUOFNgAX_efDjZ&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT838LL3dWTiK_2RofuTs0c81LA5ltfZgXQTvB_NMTP_zw&oe=633E34FA,,2022-10-03 09:43:48.066,6495,674,3,59.39027421091873,7.014038876889849,0.7278617710583153,,,,,,,,,,,,,,,,,,
루얼 잠실새내 와인샵&테이스팅룸,2022-10-03,luolle_jamsil,17841431842909760,1296,1657,317,http://linktr.ee/luolle_/,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=Au9J3fTd-_wAX-zJwC7&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8bZ8n0X-0SHM3XhRFdEemiIday430Ori-CzQKLkxfiFA&oe=633E3320,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-03 09:43:48.066,1834,20,13,111.88895594447797,5.785488958990536,0.06309148264984227,,,,,,,,,,,,,,,,,,
퍼플독ㅣPurpleDog,2022-10-03,purpledog_official,17841407847590324,72,3416,69,http://www.purpledog.co.kr/,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=ZKs7_drxTyQAX8GU3x-&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8df42Ly_mG95tCWzbMgZ0PA8WveOAKA4gDqjLxpz9oHw&oe=633E9E3A,"_Winebutlerservice
당신의 소울와인을 찾아 집까지 보내드립니다🍷
 
🔽 내 와인 취향 찾기",2022-10-03 09:43:48.066,1624,312,12,56.67447306791569,23.536231884057973,4.521739130434782,,,,,,,,,,,,,,,,,,
와인소셜,2022-10-03,winesocial_dosan,17841449777938336,2,5251,154,https://linktr.ee/winesocial_dosan,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=4HmG8-EE1vsAX8U9n-B&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-UjjUlVO-nUFgbIoUQelh1kaY5c849vf82cCsMtPeq2A&oe=633F317A,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-10-03 09:43:48.066,2107,84,6,41.72538564083032,13.681818181818182,0.5454545454545454,,,,,,,,,,,,,,,,,,
와프너 | wapener,2022-10-03,wapener,17841444965924426,2,3795,231,https://linktr.ee/wapener,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=joDRAkXOacQAX9b2egt&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9Sey_DkwH8KXaRls8-LJCHJ3aObjripaa1FvFtqA78RQ&oe=633F8FFE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-03 09:43:48.066,1747,128,8,49.40711462450593,7.562770562770563,0.5541125541125541,,,,,,,,,,,,,,,,,,
주류학개론,2022-10-03,juryuhak,17841445525754876,0,16051,100,https://youtube.com/c/juryuhak,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=Uvko_MEYHkIAX_z2L1j&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT80CdNQQ_B8TghgtPmp3Cv8oPxao2x9p8DWqjCDm7PwwQ&oe=633F71FE,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr",2022-10-03 09:43:48.066,11807,162,2,74.56856270637344,118.07,1.62,,,,,,,,,,,,,,,,,,
테이스팅 와인샵 와인도어,2022-10-03,winedoor_official,17841444742294852,339,3523,412,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=rjj5qOilFeMAX8pLbyX&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9aL2bXfIqneXTb0DvkO340nOOEBkiL03D9HzVyKKcrZA&oe=633E5136,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓",2022-10-03 09:43:48.066,5175,67,10,148.79364178257168,12.560679611650485,0.16262135922330098,,,,,,,,,,,,,,,,,,
Wine Folly,2022-10-03,winefolly,17841400935520240,1343,406502,3628,https://shopgr.id/winefolly,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=3eSsCbYzVQMAX9JjFzC&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8A1W5Uw8u2coeSqCNpy1yZwtt0XBGkPo-HTCuevaoDKg&oe=633FB33D,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!",2022-10-03 09:43:48.066,69843,2451,1,17.78441434482487,19.251102535832416,0.6755788313120177,,,,,,,,,,,,,,,,,,
after9,2022-10-03,after9nwine,17841416197245714,1,143,19,,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/284767247_682665059496055_7044693684830096392_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=iiYtQoSto90AX9PW5KE&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8xGwOXPiunRPPc6Lx2C5PUTCQZsbyHcW8B2BgFV0jhoQ&oe=633F8FA7,"wineshop&tastingroom
wine seminar",2022-10-03 09:43:48.066,503,9,14,358.041958041958,26.473684210526315,0.47368421052631576,,,,,,,,,,,,,,,,,,
WSA와인아카데미,2022-10-03,wsa.wine.academy,17841403196274368,2581,4816,369,https://linktr.ee/wsawineacademy,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=7n4FGUP4eCgAX-5zIK3&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8J4en2stiZeAiX3y9qkztjLaxJybyAFjfFnigirawiNw&oe=633FEF59,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)",2022-10-03 09:43:48.066,6603,193,7,141.11295681063123,17.89430894308943,0.5230352303523035,,,,,,,,,,,,,,,,,,
winebook_official,2022-10-03,winebook_official,17841447684956802,346,3741,501,http://www.winebook.co.kr/,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=BYmEu8Hgy50AX_BLbMN&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8uy7VsflNraHrQfNfA4foKszjN2OE1mrlUci8KSW1gog&oe=633F02E5,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️",2022-10-03 09:43:48.066,2955,212,9,84.65650895482491,5.8982035928143715,0.4231536926147705,,,,,,,,,,,,,,,,,,
나라셀라 • NARA CELLAR,2022-10-03,naracellar,17841405690478812,102,9027,468,https://naracellar.com/,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/139566720_1507129532819956_3674880356484992410_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=dVdmG7GZLVQAX_G1grX&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT83brjW5s_OU8RvAz1f2GCpHLBCUDOmHMiDDIHsx6udbg&oe=633FBC4C,"와인 문화를 선도하는 기업, 나라셀라 공식 인스타그램 계정입니다",2022-10-03 09:43:48.066,2934,101,4,33.621358147778885,6.269230769230769,0.21581196581196582,,,,,,,,,,,,,,,,,,
와인소셜,2022-10-04,winesocial_dosan,17841449777938336,2,5250,155,https://linktr.ee/winesocial_dosan,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=-6PWQafdnOwAX_GsJMV&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8VtNIyRyvf140uKiFJ-B_LANxHeDr8WOerbhirnUN1pQ&oe=63412BBA,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇",2022-10-04 09:54:20.987,2009,84,6,39.86666666666667,12.961290322580645,0.5419354838709678,0.0,37.0,2.0,-58.0,0.0,0.0,-1.3955623761110019,-0.5485135989879826,-0.007084123972169509,0.0,0.7097640514099446,1.3071895424836555,-2.8059990324141304,0.0,0.0,-3.382178831551208,-4.060115173931367,-1.2903225806451646
Wine Folly,2022-10-04,winefolly,17841400935520240,1343,406539,3629,https://shopgr.id/winefolly,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=86c713&_nc_ohc=3eSsCbYzVQMAX9ESRpv&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8nlvz0iXlpYOmHpHiieWUW8A9NErFzxOfZVtlKkcoUSw&oe=633FB33D,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!",2022-10-04 09:54:20.987,70348,2454,1,17.907753007706518,19.384954532929182,0.6762193441719482,-2.0,390.0,5.0,5157.0,237.0,0.0,1.3108883102678917,1.3962679987128475,0.06446437728453092,-0.14869888475836923,0.09602387301212989,0.1379690949227408,7.910601156601382,10.69012178619757,0.0,7.898409333120604,7.761923006757621,10.537614040556619
winebook_official,2022-10-04,winebook_official,17841447684956802,350,3743,501,http://www.winebook.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=BYmEu8Hgy50AX-by-TV&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9tR6DR-tGdWnN_nw-_xJQB-_wrImIFl8bfHGBYpgvt1w&oe=6340FD25,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️",2022-10-04 09:54:20.987,2989,218,9,85.67993588030991,5.966067864271457,0.4351297405189621,8.0,3.0,11.0,8.0,-129.0,0.0,-3.304021338941425,-0.11760560511629858,-0.2730335247871604,2.3391812865497075,0.08021390374330917,2.244897959183678,0.2683663200268471,-37.175792507204605,0.0,-3.7130528268151775,-1.9331347368999108,-38.555166324411694
루얼 잠실새내 와인샵&테이스팅룸,2022-10-04,luolle_jamsil,17841431842909760,1296,1656,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=0_7BIV9Cy2MAX80712C&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-rg_g9XZPPB7Uhqxq11QV_khT0yI3nFMBdEdAEDiVMPQ&oe=63402D60,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1",2022-10-04 09:54:20.987,1837,20,13,112.1376811594203,5.794952681388013,0.06309148264984227,1.0,-2.0,0.0,5.0,1.0,0.0,0.497150399468552,0.015772870662461358,0.003154574132492108,0.07722007722008595,-0.12062726176115257,0.0,0.27292576419213344,5.263157894736836,0.0,0.4453135398805319,0.27292576419215564,5.263157894736836
주류학개론,2022-10-04,juryuhak,17841445525754876,0,16177,101,https://youtube.com/c/juryuhak,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=RqIPGnr_Se0AX9SyFVH&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-nfMK2FySE6TLFlmNbRVo7uKxRY5p37JNSsWuvqhGksw&oe=63416C3E,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr",2022-10-04 09:54:20.987,11828,158,2,74.09284787043333,117.10891089108911,1.5643564356435644,0.0,674.0,3.0,703.0,0.0,0.0,1.3133858308280963,3.5885027278238084,-0.04788846231561927,,4.347545636328443,3.0612244897959107,6.319101123595505,0.0,0.0,1.804610523382788,3.1611080209144493,-2.970297029702973
와인21 @wine21.com,2022-10-04,wine21_korea,17841401765469832,3044,12073,927,https://linktr.ee/Wine21,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/249334667_585773885977785_3652660761559161739_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=86c713&_nc_ohc=tBWBoCUOFNgAX_hc3Vn&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9Jq2gHVUdM9WoWtIm7Q1KUNVtwfivojvKbOS6XmzvIZg&oe=63402F3A,,2022-10-04 09:54:20.987,6456,674,3,59.05740081172865,6.964401294498382,0.727076591154261,3.0,37.0,3.0,81.0,11.0,0.0,0.5828245405422052,0.06505064514773196,0.009544123621793466,0.09865175928971404,0.307411100033228,0.32467532467532756,1.2705882352941122,1.6591251885369473,0.0,0.9967144316518795,0.9428517037882944,1.3301312558879674
와프너 | wapener,2022-10-04,wapener,17841444965924426,2,3795,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=joDRAkXOacQAX82i0Kj&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-QCnbd2BcegRw7JfE02Qw-X4yxIU23ntRGbkUfaoqcMA&oe=633F8FFE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷",2022-10-04 09:54:20.987,1747,128,8,49.40711462450593,7.562770562770563,0.5541125541125541,0.0,4.0,0.0,2.0,0.0,0.0,0.0006255714856209238,0.008658008658009031,0.0,0.0,0.10551305724082471,0.0,0.11461318051575464,0.0,0.0,0.0012661727186280558,0.11461318051575464,0.0
퍼플독ㅣPurpleDog,2022-10-04,purpledog_official,17841407847590324,72,3415,69,http://www.purpledog.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=ZKs7_drxTyQAX9vsmZo&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8t0-3ZcWJVC6QaDC3Lc1gDIRhfa3BhOEC1UcWguUwOrA&oe=6340987A,"_Winebutlerservice
당신의 소울와인을 찾아 집까지 보내드립니다🍷
 
🔽 내 와인 취향 찾기",2022-10-04 09:54:20.987,1624,312,12,56.69106881405564,23.536231884057973,4.521739130434782,0.0,-1.0,0.0,1.0,0.0,0.0,0.04586975082379041,0.014492753623191135,0.0,0.0,-0.029274004683843557,0.0,0.061614294516321166,0.0,0.0,0.08097729654474861,0.06161429451634337,0.0
